"","moduleLabels","moduleColors"
"ENSG00000245156",1,"turquoise"
"ROR1-AS1",1,"turquoise"
"ARHGEF18-AS1",1,"turquoise"
"ENSG00000269446",1,"turquoise"
"GNAS-AS1",7,"black"
"ENSG00000286998",1,"turquoise"
"GTF2I-AS1",1,"turquoise"
"ENSG00000232774",1,"turquoise"
"ENSG00000253143",18,"lightgreen"
"SNHG7",11,"greenyellow"
"NEXN-AS1",0,"grey"
"ENSG00000290053",1,"turquoise"
"ENSG00000253891",1,"turquoise"
"LINC00158",8,"pink"
"ENSG00000253636",1,"turquoise"
"ENSG00000285702",4,"yellow"
"MIR193BHG",1,"turquoise"
"FAM157C",1,"turquoise"
"ENSG00000250493",1,"turquoise"
"ENSG00000145063",1,"turquoise"
"ENSG00000261670",1,"turquoise"
"LINC02975",1,"turquoise"
"ENSG00000289380",1,"turquoise"
"ENSG00000242539",1,"turquoise"
"LINC00861",0,"grey"
"ENSG00000288010",1,"turquoise"
"ENSG00000242880",1,"turquoise"
"ENSG00000235059",1,"turquoise"
"ENSG00000251661",0,"grey"
"ENSG00000225044",0,"grey"
"LINC02427",1,"turquoise"
"ENSG00000258256",1,"turquoise"
"ENSG00000287187",8,"pink"
"ENSG00000226996",1,"turquoise"
"ENSG00000256314",0,"grey"
"LINC03014",1,"turquoise"
"SNHG20",1,"turquoise"
"RORB-AS1",1,"turquoise"
"ENSG00000279790",1,"turquoise"
"LINC01503",1,"turquoise"
"LINC01842",18,"lightgreen"
"ENSG00000288900",5,"green"
"ENSG00000287241",1,"turquoise"
"ENSG00000276791",0,"grey"
"ENSG00000279762",1,"turquoise"
"CDH8-AS1",1,"turquoise"
"ENSG00000274281",1,"turquoise"
"ENSG00000277170",1,"turquoise"
"ENSG00000251423",1,"turquoise"
"PAXIP1-DT",1,"turquoise"
"CDR2-DT",1,"turquoise"
"ENSG00000228010",14,"cyan"
"ENSG00000279168",0,"grey"
"ENSG00000265739",0,"grey"
"NEK2-DT",1,"turquoise"
"FAM27C",0,"grey"
"MYO3B-AS1",1,"turquoise"
"ENTPD3-AS1",1,"turquoise"
"ITPK1-AS1",1,"turquoise"
"SNHG17",1,"turquoise"
"EXTL3-AS1",1,"turquoise"
"LINC01044",1,"turquoise"
"SNHG8",0,"grey"
"FAM151B-DT",1,"turquoise"
"H2AZ1-DT",1,"turquoise"
"ENSG00000249731",1,"turquoise"
"NR2F1-AS1",5,"green"
"ENSG00000232719",1,"turquoise"
"ENSG00000274341",1,"turquoise"
"ENSG00000264083",1,"turquoise"
"STAU2-AS1",1,"turquoise"
"ENSG00000259363",1,"turquoise"
"LINC01911",1,"turquoise"
"ENSG00000280067",1,"turquoise"
"ENSG00000271151",1,"turquoise"
"LINC01634",1,"turquoise"
"ENSG00000287263",0,"grey"
"DNMBP-AS1",1,"turquoise"
"ENSG00000285919",1,"turquoise"
"ENSG00000271046",1,"turquoise"
"ENSG00000283064",1,"turquoise"
"CBR3-AS1",1,"turquoise"
"ENSG00000277412",1,"turquoise"
"ENSG00000286314",8,"pink"
"ENSG00000271976",1,"turquoise"
"ELF3-AS1",1,"turquoise"
"NRAV",1,"turquoise"
"LINC01426",1,"turquoise"
"INHBA-AS1",1,"turquoise"
"PENK-AS1",1,"turquoise"
"ENSG00000279133",1,"turquoise"
"TTN-AS1",0,"grey"
"ENSG00000286230",1,"turquoise"
"OSGEPL1-AS1",1,"turquoise"
"APP-DT",1,"turquoise"
"ENSG00000286205",1,"turquoise"
"LINC02254",1,"turquoise"
"ENSG00000269752",1,"turquoise"
"ENSG00000266527",5,"green"
"ENSG00000260288",1,"turquoise"
"ENSG00000285658",1,"turquoise"
"LINC00687",1,"turquoise"
"RNF139-DT",1,"turquoise"
"ENSG00000282904",5,"green"
"ENSG00000273055",1,"turquoise"
"H1-10-AS1",1,"turquoise"
"ENSG00000289511",1,"turquoise"
"ENSG00000266677",1,"turquoise"
"KANSL1-AS1",0,"grey"
"HRG-AS1",1,"turquoise"
"ENSG00000280285",1,"turquoise"
"FAM106A",1,"turquoise"
"ENSG00000279202",1,"turquoise"
"CNPY2-AS1",0,"grey"
"ENSG00000258711",1,"turquoise"
"RMRP",0,"grey"
"ENSG00000231533",1,"turquoise"
"ENSG00000289476",1,"turquoise"
"ENSG00000236230",14,"cyan"
"LINC01569",19,"lightyellow"
"TAB3-AS1",1,"turquoise"
"LINC00670",1,"turquoise"
"ENSG00000279598",1,"turquoise"
"ENSG00000258851",1,"turquoise"
"ENSG00000259921",1,"turquoise"
"ENSG00000288663",1,"turquoise"
"ENSG00000280145",0,"grey"
"JADRR",1,"turquoise"
"ENSG00000279337",1,"turquoise"
"RAB30-DT",1,"turquoise"
"INE1",18,"lightgreen"
"ENSG00000279365",1,"turquoise"
"ENSG00000240591",1,"turquoise"
"ENSG00000279311",1,"turquoise"
"ENSG00000289221",1,"turquoise"
"ENSG00000266908",1,"turquoise"
"ENSG00000289100",1,"turquoise"
"ENSG00000282998",1,"turquoise"
"LINC01857",0,"grey"
"ENSG00000261324",1,"turquoise"
"ENSG00000285676",1,"turquoise"
"ENSG00000280138",1,"turquoise"
"EPHA1-AS1",1,"turquoise"
"ENSG00000269107",0,"grey"
"ENSG00000287039",1,"turquoise"
"MEG8",1,"turquoise"
"ENSG00000285851",2,"blue"
"SPANXA2-OT1",1,"turquoise"
"LINC00943",1,"turquoise"
"ENSG00000237773",0,"grey"
"CYP51A1-AS1",1,"turquoise"
"ENSG00000279861",1,"turquoise"
"LINC00938",3,"brown"
"ENSG00000255334",14,"cyan"
"ENSG00000236501",1,"turquoise"
"ENSG00000267287",1,"turquoise"
"ENSG00000250333",1,"turquoise"
"PWAR5",11,"greenyellow"
"SLC5A4-AS1",1,"turquoise"
"ENSG00000286267",1,"turquoise"
"ENSG00000278985",1,"turquoise"
"PAX8-AS1",0,"grey"
"LINC02309",13,"salmon"
"ENSG00000275139",1,"turquoise"
"SLC16A1-AS1",1,"turquoise"
"MALINC1",0,"grey"
"ENSG00000249642",5,"green"
"ENSG00000279154",1,"turquoise"
"LINC02325",5,"green"
"LINC00471",1,"turquoise"
"ENSG00000254162",1,"turquoise"
"ENSG00000280194",0,"grey"
"ENSG00000280007",1,"turquoise"
"LINC01237",0,"grey"
"LINC00352",1,"turquoise"
"LINC00240",18,"lightgreen"
"LINC01823",1,"turquoise"
"KLRK1-AS1",1,"turquoise"
"SKAP1-AS1",1,"turquoise"
"ENSG00000262410",1,"turquoise"
"LINC00507",1,"turquoise"
"ENSG00000230709",1,"turquoise"
"ENSG00000289311",0,"grey"
"DLEU2",1,"turquoise"
"ENSG00000272175",0,"grey"
"ENSG00000214942",1,"turquoise"
"ENSG00000272909",1,"turquoise"
"LINC01226",1,"turquoise"
"CFLAR-AS1",1,"turquoise"
"ENSG00000279029",1,"turquoise"
"ENSG00000288398",1,"turquoise"
"ENSG00000267632",1,"turquoise"
"LINC02843",1,"turquoise"
"LINC00391",18,"lightgreen"
"KIF25-AS1",5,"green"
"ENSG00000278926",1,"turquoise"
"CKMT2-AS1",1,"turquoise"
"FOXO6-AS1",1,"turquoise"
"LINC00824",0,"grey"
"ENSG00000279532",1,"turquoise"
"LINC00621",1,"turquoise"
"LINC01152",1,"turquoise"
"ENSG00000245651",1,"turquoise"
"ENSG00000248475",1,"turquoise"
"ENSG00000286933",1,"turquoise"
"RASSF8-AS1",1,"turquoise"
"ENSG00000272918",1,"turquoise"
"ENSG00000241772",0,"grey"
"EPB41L1-AS1",1,"turquoise"
"LINC01985",14,"cyan"
"ENSG00000247416",1,"turquoise"
"RTCA-AS1",1,"turquoise"
"LINC02362",1,"turquoise"
"FAM181A-AS1",1,"turquoise"
"LINC02432",0,"grey"
"ENSG00000289576",14,"cyan"
"TYMSOS",1,"turquoise"
"PRKAR2B-AS1",1,"turquoise"
"PKD1P6-NPIPP1",4,"yellow"
"ENSG00000279434",1,"turquoise"
"ENSG00000274751",1,"turquoise"
"SPRY4-AS1",1,"turquoise"
"ENSG00000240915",1,"turquoise"
"ENSG00000250258",0,"grey"
"LINC02606",1,"turquoise"
"ENSG00000286488",1,"turquoise"
"ENSG00000287190",11,"greenyellow"
"LINC01570",1,"turquoise"
"ENSG00000279520",1,"turquoise"
"GASK1B-AS1",5,"green"
"ENSG00000272316",8,"pink"
"LINC02069",1,"turquoise"
"ENSG00000288953",1,"turquoise"
"LINC00910",12,"tan"
"LINC03021",1,"turquoise"
"ENSG00000287707",1,"turquoise"
"ENSG00000285756",0,"grey"
"SMIM2-AS1",1,"turquoise"
"PRKCH-AS1",1,"turquoise"
"ENSG00000255097",1,"turquoise"
"ENSG00000232512",4,"yellow"
"ENSG00000285887",1,"turquoise"
"LINC00339",1,"turquoise"
"LIMD1-AS1",18,"lightgreen"
"ENSG00000280305",1,"turquoise"
"ENSG00000272630",1,"turquoise"
"ENSG00000279525",1,"turquoise"
"ENSG00000259327",0,"grey"
"ENSG00000286819",1,"turquoise"
"ENSG00000151303",1,"turquoise"
"ENSG00000289015",0,"grey"
"ENSG00000284702",1,"turquoise"
"NUP50-DT",1,"turquoise"
"ENSG00000236393",1,"turquoise"
"LINC00836",1,"turquoise"
"ENSG00000287611",1,"turquoise"
"DIRC3-AS1",1,"turquoise"
"LINC02453",1,"turquoise"
"DDR1-DT",1,"turquoise"
"SBF2-AS1",1,"turquoise"
"ENSG00000288897",1,"turquoise"
"SLC20A1-DT",1,"turquoise"
"ENSG00000289973",1,"turquoise"
"ENSG00000276232",11,"greenyellow"
"MLF1-DT",1,"turquoise"
"ENSG00000277283",5,"green"
"LINC01977",1,"turquoise"
"LINC02444",1,"turquoise"
"ENSG00000224884",1,"turquoise"
"ENSG00000289892",1,"turquoise"
"ENSG00000279684",0,"grey"
"LINC01344",1,"turquoise"
"ENSG00000267234",1,"turquoise"
"ENSG00000268460",1,"turquoise"
"ENSG00000236434",1,"turquoise"
"ENSG00000279821",1,"turquoise"
"LINC00332",5,"green"
"LINC01547",1,"turquoise"
"ENSG00000203635",1,"turquoise"
"ENSG00000253901",1,"turquoise"
"LINC01484",1,"turquoise"
"ENSG00000226032",13,"salmon"
"ENSG00000279807",1,"turquoise"
"ENSG00000227769",1,"turquoise"
"ENSG00000278867",1,"turquoise"
"FLJ12825",1,"turquoise"
"ENSG00000282890",5,"green"
"TMEM9B-AS1",1,"turquoise"
"ENSG00000279085",1,"turquoise"
"LUCAT1",0,"grey"
"ENSG00000253604",0,"grey"
"ENSG00000233519",1,"turquoise"
"BDNF-AS",1,"turquoise"
"ENSG00000279668",1,"turquoise"
"ENSG00000261800",14,"cyan"
"ENSG00000283633",3,"brown"
"ENSG00000213279",1,"turquoise"
"LINC02395",1,"turquoise"
"ENSG00000282772",1,"turquoise"
"LINC02848",1,"turquoise"
"ENSG00000289554",1,"turquoise"
"PTPN23-DT",0,"grey"
"ENSG00000251293",5,"green"
"ENSG00000253392",0,"grey"
"ENSG00000285820",1,"turquoise"
"DDX39B-AS1",1,"turquoise"
"ENSG00000258140",1,"turquoise"
"ENSG00000279960",1,"turquoise"
"ENSG00000231092",1,"turquoise"
"ENSG00000240401",1,"turquoise"
"ENSG00000288066",1,"turquoise"
"ENSG00000260569",1,"turquoise"
"SLC25A25-AS1",1,"turquoise"
"ENSG00000285095",1,"turquoise"
"ENSG00000287539",1,"turquoise"
"TMEM167B-DT",1,"turquoise"
"ENSG00000258760",0,"grey"
"DNAJC9-AS1",1,"turquoise"
"UGDH-AS1",1,"turquoise"
"ENSG00000233783",1,"turquoise"
"LINC02242",5,"green"
"ENSG00000286679",1,"turquoise"
"ENSG00000246851",1,"turquoise"
"MAPT-AS1",1,"turquoise"
"ENSG00000269044",1,"turquoise"
"ENSG00000264112",1,"turquoise"
"ENSG00000235389",1,"turquoise"
"POLH-AS1",0,"grey"
"ENSG00000267054",19,"lightyellow"
"ENSG00000285728",1,"turquoise"
"ENSG00000268931",1,"turquoise"
"LINC02680",1,"turquoise"
"LINC01819",15,"midnightblue"
"ENSG00000269984",1,"turquoise"
"PDGFA-DT",3,"brown"
"ENSG00000279330",0,"grey"
"ENSG00000273156",19,"lightyellow"
"TMEM147-AS1",1,"turquoise"
"ENSG00000277545",1,"turquoise"
"ENSG00000227388",1,"turquoise"
"ENSG00000287454",1,"turquoise"
"ENSG00000286746",1,"turquoise"
"ENSG00000275880",1,"turquoise"
"ENSG00000253645",8,"pink"
"ENSG00000258526",1,"turquoise"
"RIPK2-DT",1,"turquoise"
"ENSG00000226571",0,"grey"
"ENSG00000280176",19,"lightyellow"
"DGCR11",1,"turquoise"
"ZNF584-DT",0,"grey"
"ENSG00000278953",1,"turquoise"
"ENSG00000231616",1,"turquoise"
"ENSG00000254973",1,"turquoise"
"ENSG00000287516",1,"turquoise"
"GAS6-DT",1,"turquoise"
"ENSG00000243349",1,"turquoise"
"ENSG00000263234",1,"turquoise"
"ENSG00000227716",0,"grey"
"ENSG00000243433",1,"turquoise"
"ENSG00000279107",1,"turquoise"
"SUGCT-AS1",1,"turquoise"
"TNFRSF10A-DT",1,"turquoise"
"ENSG00000273507",1,"turquoise"
"ENSG00000288703",1,"turquoise"
"ENSG00000256286",1,"turquoise"
"BSN-AS1",0,"grey"
"ENSG00000287494",1,"turquoise"
"ENSG00000267138",0,"grey"
"TRIM8-DT",0,"grey"
"LIN28B-AS1",1,"turquoise"
"ENSG00000235782",0,"grey"
"MIR924HG",0,"grey"
"ENSG00000267412",1,"turquoise"
"ENSG00000259539",1,"turquoise"
"ENSG00000287983",1,"turquoise"
"ENSG00000287236",1,"turquoise"
"MAP3K2-DT",1,"turquoise"
"TSPOAP1-AS1",3,"brown"
"LINC00654",0,"grey"
"ENSG00000278730",8,"pink"
"ENSG00000262580",1,"turquoise"
"GMDS-DT",0,"grey"
"ENSG00000261338",1,"turquoise"
"L3MBTL2-AS1",1,"turquoise"
"LINC02570",1,"turquoise"
"ENSG00000286209",1,"turquoise"
"CYP1B1-AS1",1,"turquoise"
"ENSG00000285667",1,"turquoise"
"ZNF528-AS1",1,"turquoise"
"MAMDC2-AS1",1,"turquoise"
"HIPK1-AS1",1,"turquoise"
"LINC01002",2,"blue"
"ENSG00000235077",1,"turquoise"
"LINC01422",1,"turquoise"
"PCSK6-AS1",1,"turquoise"
"NIPBL-DT",1,"turquoise"
"ENSG00000278917",1,"turquoise"
"ENSG00000289397",1,"turquoise"
"ENSG00000288752",1,"turquoise"
"ENSG00000248148",1,"turquoise"
"LACTB2-AS1",1,"turquoise"
"ENSG00000252690",7,"black"
"ENSG00000280182",1,"turquoise"
"ENSG00000269091",1,"turquoise"
"LINC00989",3,"brown"
"MIR223HG",8,"pink"
"MRPL20-DT",1,"turquoise"
"ENSG00000254653",1,"turquoise"
"ENSG00000275210",1,"turquoise"
"ENSG00000214719",1,"turquoise"
"LINC02055",0,"grey"
"MEG3",0,"grey"
"LINC02896",0,"grey"
"ENSG00000280665",1,"turquoise"
"ENSG00000287005",1,"turquoise"
"ENSG00000271806",1,"turquoise"
"CLRN1-AS1",1,"turquoise"
"ENSG00000285544",1,"turquoise"
"LINC00343",1,"turquoise"
"GOT1-DT",1,"turquoise"
"ENSG00000259639",1,"turquoise"
"ENSG00000259986",1,"turquoise"
"LINC02340",0,"grey"
"ENSG00000285671",1,"turquoise"
"ENSG00000284968",1,"turquoise"
"ENSG00000237356",1,"turquoise"
"LINC02762",1,"turquoise"
"ENSG00000287899",1,"turquoise"
"MAGEA6-DT",1,"turquoise"
"ENSG00000278895",1,"turquoise"
"SEPSECS-AS1",1,"turquoise"
"ENSG00000284705",1,"turquoise"
"ENSG00000262668",14,"cyan"
"ENSG00000272945",1,"turquoise"
"ENSG00000279616",1,"turquoise"
"ENSG00000284959",1,"turquoise"
"LINC02548",1,"turquoise"
"LINC01224",1,"turquoise"
"DHRS4-AS1",0,"grey"
"ENSG00000272789",1,"turquoise"
"ENSG00000289425",1,"turquoise"
"PCED1B-AS1",1,"turquoise"
"ENSG00000285280",1,"turquoise"
"ICAM4-AS1",1,"turquoise"
"ENSG00000266805",1,"turquoise"
"EMSLR",1,"turquoise"
"FTX",1,"turquoise"
"ENSG00000260664",1,"turquoise"
"LINC01004",0,"grey"
"KCNMB2-AS1",1,"turquoise"
"FLJ40194",1,"turquoise"
"ENSG00000279407",1,"turquoise"
"LINC02624",1,"turquoise"
"ENSG00000287170",1,"turquoise"
"LINC01744",1,"turquoise"
"ENSG00000224691",1,"turquoise"
"SOCS3-DT",1,"turquoise"
"ENSG00000285744",1,"turquoise"
"ARHGEF26-AS1",1,"turquoise"
"ENSG00000289351",14,"cyan"
"ENSG00000231252",1,"turquoise"
"KLF3-AS1",1,"turquoise"
"ENSG00000225489",1,"turquoise"
"ENSG00000261329",1,"turquoise"
"ENSG00000289400",3,"brown"
"ENSG00000249349",1,"turquoise"
"ENSG00000272754",1,"turquoise"
"LINC02035",1,"turquoise"
"PRR29-AS1",1,"turquoise"
"LINC02726",5,"green"
"ERCC6L2-AS1",1,"turquoise"
"LINC02895",1,"turquoise"
"ENSG00000217455",0,"grey"
"UBL7-DT",1,"turquoise"
"ENSG00000261502",8,"pink"
"LINC01431",0,"grey"
"ENSG00000235292",1,"turquoise"
"ENSG00000232124",1,"turquoise"
"JPX",1,"turquoise"
"PCAT1",1,"turquoise"
"ENSG00000290068",1,"turquoise"
"ENSG00000273906",1,"turquoise"
"ENSG00000285636",1,"turquoise"
"ENSG00000250039",1,"turquoise"
"ENSG00000268051",1,"turquoise"
"LINC02176",1,"turquoise"
"ENSG00000261505",1,"turquoise"
"MAP9-AS1",1,"turquoise"
"ENSG00000231868",1,"turquoise"
"RAB4A-AS1",1,"turquoise"
"ENSG00000250602",1,"turquoise"
"ENSG00000287833",1,"turquoise"
"ENSG00000283148",19,"lightyellow"
"LINC00863",0,"grey"
"ENSG00000235725",1,"turquoise"
"ENSG00000267943",8,"pink"
"ENSG00000258535",1,"turquoise"
"ENSG00000289440",1,"turquoise"
"LINC01194",5,"green"
"PSMB8-AS1",0,"grey"
"TTC28-AS1",1,"turquoise"
"ENSG00000266718",1,"turquoise"
"ENSG00000235659",13,"salmon"
"ENSG00000250992",1,"turquoise"
"LINC00882",0,"grey"
"ENSG00000258240",1,"turquoise"
"ENSG00000268181",5,"green"
"ENSG00000280160",1,"turquoise"
"ENSG00000225889",0,"grey"
"NUTM2B-AS1",1,"turquoise"
"RASAL2-AS1",1,"turquoise"
"PYDC2-AS1",1,"turquoise"
"SHANK2-AS1",1,"turquoise"
"L3MBTL4-AS1",1,"turquoise"
"ENSG00000258904",1,"turquoise"
"ENSG00000284721",1,"turquoise"
"LINC00662",4,"yellow"
"FZD10-AS1",1,"turquoise"
"CRNDE",1,"turquoise"
"OXA1L-DT",1,"turquoise"
"ENSG00000285664",1,"turquoise"
"LINC01638",1,"turquoise"
"ENSG00000175604",1,"turquoise"
"LNCRNA-IUR",1,"turquoise"
"LINC00504",1,"turquoise"
"ENSG00000251413",1,"turquoise"
"ENSG00000254983",1,"turquoise"
"LINC00900",1,"turquoise"
"ENSG00000280202",1,"turquoise"
"LINC00964",1,"turquoise"
"LINC02822",1,"turquoise"
"ENSG00000269480",1,"turquoise"
"ENSG00000258017",1,"turquoise"
"C5orf64",1,"turquoise"
"ENSG00000280248",1,"turquoise"
"ENSG00000286212",0,"grey"
"ENSG00000253858",13,"salmon"
"LINC00630",1,"turquoise"
"ENSG00000279147",19,"lightyellow"
"ENSG00000289688",1,"turquoise"
"ENSG00000230303",1,"turquoise"
"APTR",1,"turquoise"
"ENSG00000280383",1,"turquoise"
"LINC02202",1,"turquoise"
"ENSG00000267992",1,"turquoise"
"ENSG00000275672",5,"green"
"ENSG00000279281",1,"turquoise"
"LINC01968",14,"cyan"
"ENSG00000272021",1,"turquoise"
"ENSG00000288585",1,"turquoise"
"ENSG00000277715",1,"turquoise"
"ENSG00000225647",1,"turquoise"
"ENSG00000274414",1,"turquoise"
"ENSG00000230612",1,"turquoise"
"SLC7A14-AS1",1,"turquoise"
"ENSG00000254337",1,"turquoise"
"ENSG00000289927",1,"turquoise"
"LINC01766",0,"grey"
"ENSG00000289852",0,"grey"
"ENSG00000263466",1,"turquoise"
"ENSG00000286797",1,"turquoise"
"LINC00598",8,"pink"
"ENSG00000254187",1,"turquoise"
"ENSG00000251600",1,"turquoise"
"HHLA3",0,"grey"
"FAM66C",1,"turquoise"
"RPP38-DT",1,"turquoise"
"ENSG00000287292",1,"turquoise"
"LINC01492",1,"turquoise"
"ENSG00000267011",1,"turquoise"
"ENSG00000287474",1,"turquoise"
"PDK1-AS1",0,"grey"
"ENSG00000286710",1,"turquoise"
"HAND2-AS1",1,"turquoise"
"ENSG00000264853",1,"turquoise"
"PRKG1-AS1",1,"turquoise"
"ENSG00000268289",1,"turquoise"
"DRAIC",1,"turquoise"
"CPB2-AS1",1,"turquoise"
"ENSG00000229227",1,"turquoise"
"ENSG00000251434",14,"cyan"
"ENSG00000264812",1,"turquoise"
"SNHG6",11,"greenyellow"
"ENSG00000265100",1,"turquoise"
"NRSN2-AS1",1,"turquoise"
"ENSG00000250132",1,"turquoise"
"ENSG00000255372",1,"turquoise"
"GEMIN7-AS1",1,"turquoise"
"SCOC-AS1",1,"turquoise"
"PABPC4-AS1",1,"turquoise"
"ENSG00000280092",1,"turquoise"
"ENSG00000235934",8,"pink"
"ENSG00000275897",1,"turquoise"
"LINC02108",1,"turquoise"
"ENSG00000285169",5,"green"
"ENSG00000279221",1,"turquoise"
"ENSG00000287759",1,"turquoise"
"LINC02482",1,"turquoise"
"ENSG00000263924",14,"cyan"
"ENSG00000287045",1,"turquoise"
"LINC01707",0,"grey"
"ZNF674-AS1",0,"grey"
"ENSG00000285906",1,"turquoise"
"ENSG00000240291",1,"turquoise"
"ENSG00000260228",0,"grey"
"FHAD1-AS1",1,"turquoise"
"ENSG00000261392",19,"lightyellow"
"ENSG00000287428",1,"turquoise"
"ENSG00000236299",1,"turquoise"
"LINC02078",1,"turquoise"
"ENSG00000183308",1,"turquoise"
"ENSG00000286388",0,"grey"
"ENSG00000287313",1,"turquoise"
"LINC01013",1,"turquoise"
"ENSG00000287855",1,"turquoise"
"SLC22A18AS",5,"green"
"ENSG00000288759",1,"turquoise"
"ENSG00000232353",1,"turquoise"
"ENSG00000267177",1,"turquoise"
"ENSG00000244675",1,"turquoise"
"ENSG00000260711",0,"grey"
"ENSG00000279339",1,"turquoise"
"ENSG00000267644",15,"midnightblue"
"LINC01496",1,"turquoise"
"LINC01772",1,"turquoise"
"MAPKAPK5-AS1",0,"grey"
"ENSG00000286565",1,"turquoise"
"ENSG00000254561",1,"turquoise"
"LINC01209",1,"turquoise"
"GTF3C2-AS2",0,"grey"
"ENSG00000277159",1,"turquoise"
"ENSG00000271119",5,"green"
"ENSG00000286622",0,"grey"
"ENSG00000267004",19,"lightyellow"
"ENSG00000275383",1,"turquoise"
"ENSG00000255237",1,"turquoise"
"LINC01504",1,"turquoise"
"ARLNC1",1,"turquoise"
"ENSG00000240521",1,"turquoise"
"ENSG00000287640",11,"greenyellow"
"ENSG00000235189",1,"turquoise"
"SNHG30",14,"cyan"
"EPIC1",1,"turquoise"
"LINC02866",1,"turquoise"
"LINC01695",1,"turquoise"
"ENSG00000285646",7,"black"
"TRG-AS1",0,"grey"
"LINC02693",0,"grey"
"ENSG00000262223",1,"turquoise"
"ENSG00000279080",1,"turquoise"
"ENSG00000234083",0,"grey"
"ENSG00000236723",1,"turquoise"
"ENSG00000232063",0,"grey"
"YWHAH-AS1",1,"turquoise"
"ST8SIA5-DT",1,"turquoise"
"PCMTD1-DT",14,"cyan"
"ENSG00000238009",1,"turquoise"
"ENSG00000225173",1,"turquoise"
"RRAGC-DT",1,"turquoise"
"ENSG00000286572",1,"turquoise"
"LINC00092",1,"turquoise"
"ENSG00000267353",1,"turquoise"
"ENSG00000236209",1,"turquoise"
"MRTFA-AS1",1,"turquoise"
"LINC01902",1,"turquoise"
"EMX2OS",1,"turquoise"
"ENSG00000259519",1,"turquoise"
"CTBP1-AS",1,"turquoise"
"B4GAT1-DT",19,"lightyellow"
"ENSG00000269148",1,"turquoise"
"ENSG00000279997",0,"grey"
"ENSG00000285679",1,"turquoise"
"ZNF436-AS1",11,"greenyellow"
"ENSG00000260798",1,"turquoise"
"ENSG00000280037",0,"grey"
"SERPINB9P1",0,"grey"
"ERVK13-1",0,"grey"
"ENSG00000260541",1,"turquoise"
"ENSG00000228528",5,"green"
"RN7SL832P",1,"turquoise"
"CPEB1-AS1",1,"turquoise"
"ENSG00000203395",1,"turquoise"
"PANTR1",1,"turquoise"
"DLGAP1-AS2",1,"turquoise"
"ENSG00000286130",1,"turquoise"
"ENSG00000230492",0,"grey"
"ENSG00000237596",1,"turquoise"
"ARIH2OS",1,"turquoise"
"ENSG00000228692",1,"turquoise"
"ENSG00000289864",15,"midnightblue"
"ENSG00000287249",1,"turquoise"
"ENSG00000251023",1,"turquoise"
"LINC02211",0,"grey"
"COQ7-DT",1,"turquoise"
"ENSG00000278890",1,"turquoise"
"LINC01060",1,"turquoise"
"LINC01128",1,"turquoise"
"SLC8A1-AS1",19,"lightyellow"
"ENSG00000279632",1,"turquoise"
"ENSG00000287797",1,"turquoise"
"ENSG00000241525",0,"grey"
"ENSG00000263731",1,"turquoise"
"ENSG00000273329",1,"turquoise"
"ENSG00000243176",1,"turquoise"
"LINC02471",1,"turquoise"
"ENSG00000285600",1,"turquoise"
"HIF1A-AS3",1,"turquoise"
"ENSG00000238158",19,"lightyellow"
"ENSG00000270022",0,"grey"
"MZF1-AS1",1,"turquoise"
"ENSG00000260360",1,"turquoise"
"CCDC18-AS1",1,"turquoise"
"HELLPAR",1,"turquoise"
"ENSG00000280395",1,"turquoise"
"RABGAP1L-IT1",1,"turquoise"
"ENSG00000269514",1,"turquoise"
"LINC00937",0,"grey"
"LINC00342",1,"turquoise"
"TEX41",5,"green"
"PKD2L2-DT",1,"turquoise"
"ENSG00000286784",9,"magenta"
"LINC02321",1,"turquoise"
"LINC00957",1,"turquoise"
"STX17-DT",1,"turquoise"
"ENSG00000286523",1,"turquoise"
"ENSG00000257294",1,"turquoise"
"ENSG00000279734",1,"turquoise"
"ENSG00000261367",1,"turquoise"
"ENSG00000230647",1,"turquoise"
"MAP3K5-AS2",0,"grey"
"ENSG00000263212",15,"midnightblue"
"LBX2-AS1",8,"pink"
"ENSG00000264067",1,"turquoise"
"ENSG00000266821",18,"lightgreen"
"LINC02611",1,"turquoise"
"ENSG00000254202",1,"turquoise"
"ENSG00000249803",1,"turquoise"
"LINC02649",1,"turquoise"
"RNF157-AS1",1,"turquoise"
"MIR646HG",1,"turquoise"
"ENSG00000262202",11,"greenyellow"
"ENSG00000288924",0,"grey"
"ENSG00000276054",1,"turquoise"
"ENSG00000203434",1,"turquoise"
"MUC20-OT1",1,"turquoise"
"ENSG00000259001",11,"greenyellow"
"ENSG00000212939",1,"turquoise"
"LINC01551",1,"turquoise"
"ENSG00000279394",1,"turquoise"
"ENSG00000205959",1,"turquoise"
"REL-DT",1,"turquoise"
"ENSG00000261211",1,"turquoise"
"ENSG00000279476",1,"turquoise"
"ENSG00000279962",1,"turquoise"
"CYP4F26P",1,"turquoise"
"ENSG00000258168",1,"turquoise"
"ENSG00000261560",1,"turquoise"
"ADD3-AS1",1,"turquoise"
"SNHG14",5,"green"
"ENSG00000280118",1,"turquoise"
"LINC02909",1,"turquoise"
"ENSG00000263272",1,"turquoise"
"PINK1-AS",1,"turquoise"
"SDAD1-AS1",0,"grey"
"ENSG00000255745",1,"turquoise"
"LINC01252",0,"grey"
"ENSG00000286171",7,"black"
"ENSG00000260257",1,"turquoise"
"ENSG00000242588",1,"turquoise"
"NEPRO-AS1",1,"turquoise"
"ENSG00000286018",1,"turquoise"
